"","text","emotion","polarity"
"650","gross this isn’t a mental health issue it is a horrifically violent felony assault what he…","neutral","negative"
"651","that is fabulous that has got to be so good for overall well being did they report any effect on mental h…","joy","positive"
"652","it took them a lot but also it’s just meh because domestic violence isn’t a mental health issue most of the time","neutral","positive"
"653","worried about an issue or would like tips and techniques to help support your mental health and wellbeing<U+2753>

watch a…","joy","neutral"
"654","thank you so muchfor raising the issue of young peoples mental health in parliament …","neutral","positive"
"655","mental illness is a very sad thing to observe but in her case it’s also very dangerous thing to o…","sadness","negative"
"656","ukmortgageprisoners is not just a home made issue its a home grown scandal that has tried to be buried for a decade …","neutral","neutral"
"657","man mental health has been an ongoing issue that we have ignored for a very long time now","neutral","negative"
"658","…","neutral","positive"
"659","if we tolerate the seeds of evil they will grow amp spre…","anger","negative"
"660","this is a mental health issue i aint laughing","neutral","negative"
"661","if we tolerate the seeds of evil they will grow amp spread 
those with clusterb mental health issue shou…","anger","negative"
"662","if we tolerate the seeds of evil they will grow amp spread 
those with clusterb mental health issue should nev…","anger","negative"
"663","pediatric mental health by far this is one of the most important issue in my opinion","neutral","negative"
"664","going through a mental health issue and you feel alone amp misunderstood

joinon s instagram f…","neutral","negative"
"665","if we tolerate the seeds of evil they will grow amp spread…","anger","negative"
"666","boredom is a mental health issue contributes to risky pandemic behaviour and might affect our politics …","joy","negative"
"667","the impact of rheumaticdisease amp msk on the mental health of young people is a serious issue at any time in the tim…","neutral","negative"
"668","these kids are struggling if i deal with one more suicidal attempt or self harm issue 
lord we need to get covid…","sadness","negative"
"669","if we tolerate the seeds of evil they will grow amp spread 
those with clusterb mental health issue sho…","anger","negative"
"670","so not brushing your teeth is being categorized as a mental health issue laziness and lack of decent hygiene seem…","neutral","negative"
"671","this research highlights the pressure young people feel to look a certain way and the negative impact that has on their self…","neutral","negative"
"672","please pause in memory of those lost and talk openly about this communitywide issue mental health and suicide pre…","joy","neutral"
"673","so important loneliness is a significant mental health issue thank you for your continual care about our…","joy","positive"
"674","and people keep trying to say this is a mental health issue umm no i know so many wonderful with menta…","surprise","positive"
"675","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"676","we keep doing the same thing expecting a different outcome amp all…","neutral","positive"
"677","im bipolar and on my meds even when i was off my meds i never assaulted any…","neutral","positive"
"678","this research highlights the pressure young people feel to look a certain way and the negative impact that has on their self…","neutral","negative"
"679","this research highlights the pressure young people feel to look a certain way and the negative impact that has on their self…","neutral","negative"
"680","if we tolerate the seeds of evil they will grow amp spread 
those with clusterb mental health issue sh…","anger","negative"
"681","if we tolerate the seeds of evil they will grow amp spread 
those with clusterb mental health issue…","anger","negative"
"682","my issue with matt haigs brand of mental health advocacy is the diluted buzzword quality of it its ok not to be ok has…","neutral","positive"
"683","if we tolerate the seeds of evil they will grow amp spread 
those with clusterb mental health issue sh…","anger","negative"
"684","if we tolerate the seeds of evil they will grow amp spread 
those with clusterb mental health issue shou…","anger","negative"
"685","this research highlights the pressure young people feel to look a certain way and the negative impact that has on t…","neutral","negative"
"686","if we tolerate the seeds of evil they will grow amp spread 
those with clusterb mental health issue s…","anger","negative"
"687","if we tolerate the seeds of evil they will grow amp spread 
those with clusterb mental health issue…","anger","negative"
"688","going through a mental health issue and you feel alone amp misunderstood

joinon s instagram f…","neutral","negative"
"689","with a hundred thousand guns available in nl its surprising that he chose a bunch of knives f…","surprise","positive"
"690","time to talk dayis about people talking about their mental health

by having more conversations we can remove t…","neutral","positive"
"691","novus and hmpps colleagues at hmp hindley have partnered withon a unique programme to support learners’ wellbe…","neutral","positive"
"692","<U+0001F92D> people are really doing to much undergoing these medically unnecessaryplastic surgeries they’re…","neutral","positive"
"693","even before covid loneliness and social isolation were identified as a growing public health issue especiall…","sadness","negative"
"694","besides this big issue with the stalker can affect nayeon mental health

please do something to stop this situation…","joy","positive"
"695","announcing a new special issue for clinical psychological science on mental health and the covid pandemic thrilled to b…","neutral","positive"
"696","ampquotwhite guiltampquotthe incurable mental health issue that plagues america","neutral","positive"
"697","ampquotwhite guiltampquotthe incurable mental health issue that plagues america","neutral","positive"
"698","i agree climate change worrying is the most significant public mental health issue of our time ri…","neutral","neutral"
"699","if we tolerate the seeds of evil they will grow amp spread 
those with clusterb mental health issue sho…","anger","negative"
"700","correcti absolutely hate malignant narcissists and troll the minor ones that enablesowas the…","anger","negative"
"701","i agree it is the most significant public mental health issue of our time right next to pandemic loc…","neutral","positive"
"702","if we tolerate the seeds of evil they will grow amp spread 
those with clusterb mental hea…","anger","negative"
"703","agreed the upcoming issue ofwill feature a special topic section on supporting student mental health at…","neutral","positive"
"704","there may be some underlying mental health issue with her that needs to be addressedto be…","neutral","positive"
"705","aries taurus gemini amp cancera family member friend or someone you live with needs practical advice on an issue th…","joy","positive"
"706","if we tolerate the seeds of evil they will grow amp spread 
those with clusterb mental health issue…","anger","negative"
"707","holocaustremembranceday 
if we tolerate the seeds of evil they will grow amp spread 
those with clusterb mental he…","anger","negative"
"708","mental health is a serious issue in the usa","neutral","negative"
"709","reasonto take a therapy session

if you feel lack of energy to do your daily tasks and think youre just l…","neutral","neutral"
"710","an important issue which came up during covidwomen betweenhad the worst mental health during covid partly…","neutral","negative"
"711","his practice and the practice that hes at is grounded in understanding how environments affect peo…","joy","negative"
"712","boredom is a mental health issue contributes to risky pandemic behaviour and might affect our politics …","joy","negative"
"713","an important issue which came up during covidwomen betweenhad the worst mental health during covid partly…","neutral","negative"
"714","like what all its lead me to is that everyone should have access to mental health care like we pro…","joy","positive"
"715","allof a sudden its a mental health issuei wonder why <U+0001F914>","surprise","positive"
"716","<U+0001F9F5>thread

out now race mental health state violence
 
this special issue guestedited byamp …","neutral","positive"
"717","completing these screenings will help you determine if your recent thoughts or behaviors may be associated with a c…","neutral","positive"
"718","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"719","well me medical student hun and kinda above averagestudious type not bragging okay and this mental he…","neutral","positive"
"720","the mask is not the central issue there are many ppl in need of mental health support and masks are apparently a t…","neutral","neutral"
"721","our national mourningthe mental health crisis –and the future of newspapers via the new statesman app","neutral","negative"
"722","ive never denied anything know people with underlying conditions who have been…","neutral","positive"
"723","well me medical student hun and kinda above averagestudious type not bragging okay and this menta…","neutral","positive"
"724","yes you are shrugging it off the conservative solution is…","neutral","positive"
"725","also her saying why do you use kids cause he is one or he was at the time jfc i…","neutral","positive"
"726","important contributions to the parliamentary group on drugs alcohol amp justice fromandlonelines…","neutral","positive"
"727","well this is a mental health issue because the guy is legitimately on a…","neutral","positive"
"728","thats when you know its moved from support to a mental health issue","neutral","positive"
"729","we are just refusing to participate in the delusion mental health can be treated with therapy once…","neutral","neutral"
"730","this is obviously a mental health issue","neutral","negative"
"731","if by mental health issue you mean white supremacy then yeah you’re right","neutral","negative"
"732","tomorrow is bellletstalk day talking about mental health is so important but when you tweet for one day about this issue pl…","neutral","positive"
"733","all can afford to be properlyofficially diagnosed by a mental health practitioner personally i think it’s a syst…","neutral","positive"
"734","bell let’s talk dayjan treat mental health issues like any other health issuewe all have mental healthlike we al…","joy","positive"
"735","clearly there is mental health issue why not get them in a program to receive help instead of throwing them…","sadness","neutral"
"736","members of toyin and the gang on the show talking depression mental health is a big issue and we have to keep talk…","sadness","negative"
"737","there’s a mental health issue here those who attack so viciously attack a person they don’t know will ne…","neutral","neutral"
"738","housing provider suspends services to the individual due to lack of diagnosis for the mental health issue

housing…","neutral","negative"
"739","tomorrow is bellletstalk day talking about mental health is so important but when you tweet for one day about this issue pl…","neutral","positive"
"740","thank you for calling this what it isa symptom of a serious societal mental health issueplease…","neutral","negative"
"741","important contributions to the parliamentary group on drugs alcohol amp justice fromandlonelines…","neutral","positive"
"742","the impact of rheumaticdisease amp msk on the mental health of young people is a serious issue at any time in the…","neutral","negative"
"743","you cherry picked statistics that supported your narrative and neg…","neutral","positive"
"744","aries taurus gemini amp cancera family member friend or someone you live with needs practical advice on an issue th…","joy","positive"
"745","mental health is a real issue my family owns a mental health outpatient hospital that’s why i hate when…","anger","negative"
"746","no one is shrugging off anythingthere’s obviously a men…","neutral","negative"
"747","<U+0001D5E5><U+0001D5FC><U+0001D602><U+0001D5F4><U+0001D5F5><U+0001D5F9><U+0001D606> <U+0001D7ED> <U+0001D5F6><U+0001D5FB> <U+0001D7F0> <U+0001D5FD><U+0001D5F2><U+0001D5FC><U+0001D5FD><U+0001D5F9><U+0001D5F2> <U+0001D5F6><U+0001D5FB> <U+0001D601><U+0001D5F5><U+0001D5F2> <U+0001D5E8><U+0001D5DE> <U+0001D600><U+0001D601><U+0001D5FF><U+0001D602><U+0001D5F4><U+0001D5F4><U+0001D5F9><U+0001D5F2> with some type of mental health issue each year a lot of people are looking f…","neutral","positive"
"748","an important issue which came up during covidwomen betweenhad the worst mental health during covid partly…","neutral","negative"
"749","important contributions to the parliamentary group on drugs alcohol amp justice fromandlon…","neutral","positive"
"750","it’s pretty fucking low george pardon my french but this is a mental health issue surelyyrs in pla…","sadness","positive"
"751","the awareness of mentalhealth as a public policy issue has been growing and we can consider it an important opportu…","neutral","positive"
"752","the mental health issue will not go away if kids are in school wearing masks all day every…","neutral","positive"
"753","aries taurus gemini amp cancera family member friend or someone you live with needs practical advice on an issue th…","joy","positive"
"754","people love to advocate for mental health awareness until someone experiences a personal hygiene issue and it doesn…","joy","positive"
"755","what did she think she was doing her arguments were all falsestopping…","neutral","neutral"
"756","after being challenged by young people in peterborough at a mental health summit i raised the issue of mental health c…","neutral","positive"
"757","partial sponsorship offered several slots available its an early intervention that helps laypeople take action to pre…","joy","negative"
"758","im bipolar and on my meds even when i was off my meds i never assaulted any…","neutral","positive"
"759","of employees cite mental health issues as the biggest issue during the pandemic organizations need to develop prog…","neutral","negative"
"760","this shit drives me insane parents will go on an antidrug tirade and do anything but invest and show interest in…","joy","negative"
"761","erica it’s the use of suicide numbers as a political weapon that’s the issue not an…","neutral","negative"
"762","dating someone who understands your mental healthis very imperativeeven when u feel unlovedtheyll make u feel…","neutral","positive"
"763","<U+0001F9F5>thread

out now race mental health state violence
 
this special issue guestedited byamp …","neutral","positive"
"764","todays wednesdaywisdom comes from pru who faced stigma around her bipolar and which cost her friends and jobs…","neutral","negative"
"765","even if chad wheeler apparently being off his medication played a role in what is alleged to have happened i jus…","neutral","positive"
"766","boredom is a mental health issue contributes to risky pandemic behaviour and might affect our politics","joy","negative"
"767","aries taurus gemini amp cancera family member friend or someone you live with needs practical advice on an issue th…","joy","positive"
"768","i cant believe the lack of humanity to say this to a school shooting victim i…","neutral","negative"
"769","same i’m happy we’re…","joy","positive"
"770","i have seen it the groups that advocate for broader access have cont…","neutral","positive"
"771","aries taurus gemini amp cancera family member friend or someone you live with needs practical advice on an issue th…","joy","positive"
"772","if we bring awareness to the issue we know how to fix it and solve it…","neutral","positive"
"773","i’d already seen multiple people dismiss this as a mental health issue or “steroids will do that” then i saw a picture of chad…","neutral","positive"
"774","this is way past a mental health issue and if…","neutral","negative"
"775","i think its good mental health should be discussed because there are…","joy","positive"
"776","i’d already seen multiple people dismiss this as a mental health issue or “steroids will do that” then i saw a pic…","neutral","positive"
"777","aries taurus gemini amp cancera family member friend or someone you live with needs practical advice on an issue th…","joy","positive"
"778","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"779","study mental health is a bigger issue than covid itself for pr","neutral","positive"
"780","im sure there could be a mental health issue but that doesn’t change the facts hope she separates herself from him","neutral","positive"
"781","going through a mental health issue and you feel alone amp misunderstood

joinon s instagram f…","neutral","negative"
"782","<U+0001F9F5>thread

out now race mental health state violence
 
this special issue guestedited byamp …","neutral","positive"
"783","mental health is such an issue","neutral","positive"
"784","i accept that they have a mental health issue and deserve dignity that does not mea…","neutral","positive"
"785","i cant believe the lack of humanity to say this to a school shooting victim i…","neutral","negative"
"786","i just want to go back to the time in my life where mental health wasnt an issue","neutral","positive"
"787","though suicide is considered haram in the case of severe mental health issues there is a significant grey area the…","neutral","negative"
"788","i agree clearly a mental health issue even her dress in this weather shows she’s not quite all together","joy","positive"
"789","not at all i just want this person to get the same treatment everyone else gets in domestic situation…","sadness","neutral"
"790","i have deep concerns about the frequency with which i’m agreeing with piers who only a year or so…","neutral","negative"
"791","reminder callforpapers for the journal of lmmontgomery studies special issue “lm montgomery and mental health” coedi…","neutral","positive"
"792","reminder callforpapers for the journal of lmmontgomery studies special issue “lm montgomery and mental health” coedi…","neutral","positive"
"793","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"794","tomorrow is bellletstalk day talking about mental health is so important but when you tweet for one day about this issue pl…","neutral","positive"
"795","thats a two edged sword
its a very serious issue and i both understand and respect your view
but…","joy","neutral"
"796","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"797","an important issue which came up during covidwomen betweenhad the worst mental health during covid partly…","neutral","negative"
"798","mental health is a real issue here in usa we act like its not a problem until it happensto us or effects our family","joy","positive"
"799","i wonder if those people who say money doesnt buy happiness are already rich have no hope of having money or hav…","joy","positive"
"800","mental health is no joke no excuses obviously but the main issue is feeling ok and not taking your medi…","neutral","negative"
"801","i’m always cautious about using “mental health” when it’s not demarcated because of the issue you mention…","neutral","negative"
"802","poor quality of life suicide…","sadness","negative"
"803","yes my biggest pet peeve they’re the same ones talking about how mental…","anger","neutral"
"804","where did i say it was a issue i had personally you called out jd when people started calling out mu…","neutral","positive"
"805","you brought up mental health unless someone actually has a mental health issue that…","neutral","positive"
"806","tomorrow is bellletstalk day talking about mental health is so important but when you tweet for one day about this issue pl…","neutral","positive"
"807","bigotry is a mental health issue","neutral","positive"
"808","like where is the help for anyone who struggles with mental health or like any other issuething you might be dealing with","joy","positive"
"809","ridiculous you cant possibly expect children to be outside in this winter weather parents are res…","joy","negative"
"810","aries taurus gemini amp cancera family member friend or someone you live with needs practical advice on an issue th…","joy","positive"
"811","<U+0001F602> the body is born one way either male or female you can’t change that if the mind…","neutral","negative"
"812","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"813","stigma preventsof people with depression or anxiety from seeking help stigma affects how we feel about oursel…","sadness","negative"
"814","imo no release for him or any other domestic abuser im not one to give a pass for his…","neutral","positive"
"815","<U+0001F9F5>thread

out now race mental health state violence
 
this special issue guestedited byamp …","neutral","positive"
"816","we refer to these type of people as whackosmental health is a real issue","neutral","positive"
"817","tomorrow is bellletstalk day talking about mental health is so important but when you tweet for one day about this issue pl…","neutral","positive"
"818","childrens mental health awareness week withstarts next monday and well be doing lots of activities in form time…","neutral","negative"
"819","tomorrow is bellletstalk day talking about mental health is so important but when you tweet for one day about this issue pl…","neutral","positive"
"820","why is the issue important

more people will die of covidrelated malnutrition and its associated diseases than fr…","neutral","positive"
"821","going through a mental health issue and you feel alone amp misunderstood

joinon s instagram f…","neutral","negative"
"822","a huge thank you to gene marrano of wfir and tom field publishercreative director of valley business front for f…","neutral","positive"
"823","when supporting someone with a mental health issue set time asideits important to create a nonjudgemental env…","neutral","positive"
"824","hoarding is a mental health issue that affects all ages in adult life its sad that there isnt more…","sadness","negative"
"825","do you have a mental health issuewhy are you beating up a woman that you claim to care about","joy","positive"
"826","mental health has always been an issue it is just finally getting attention it should not be considered a trend…","neutral","positive"
"827","ty harbin still looks hypnotized most of s ppl appear to feel as if they were social mi…","neutral","positive"
"828","going through a mental health issue and you feel alone amp misunderstood

joinon s instagram f…","neutral","negative"
"829","this condescending ass ‘take’ is so fucking ugly and dismissive of the victim here a black woman and then to try…","fear","negative"
"830","that’s a mental health issue but then again i tweeted the text i sent so that’s not normal i’m clearly not sane and…","neutral","positive"
"831","long before covid physician burnout and mental health were significant areas of concern but the stress of the pande…","joy","negative"
"832","why is her dating a white man relevantthe number of black athletes dating whitele…","neutral","neutral"
"833","besides this big issue with the stalker can affect nayeon mental health

please do something to stop this situation…","joy","positive"
"834","are you going to provide actual training for teachers to help deal with the mental he…","neutral","positive"
"835","this one guy on talk radio that goes they drink the donald trump koolaid the issue is what is the mental…","neutral","positive"
"836","aisha jumaan
mental health will be a major issue in yemen for many years to come
 of yemeni school students in…","neutral","positive"
"837","emmanuel pardon me for asking but part of which problem is this a racial thing is i…","neutral","neutral"
"838","an important issue which came up during covidwomen betweenhad the worst mental health during covid partly…","neutral","negative"
"839","going through a mental health issue and you feel alone and misunderstood

join teni onfor a instagram…","neutral","negative"
"840","going through a mental health issue and you feel alone amp misunderstood

joinon s instagram f…","neutral","negative"
"841","mental health complexities nor drugs cause domestic violence it’s an ongoing pattern of various behaviors it may exace…","neutral","positive"
"842","my issue is that they’re trying to hide it behind his mental health and a manic episode already","disgust","negative"
"843","i think he was definitely suffering from some kind of mental health issue the cans of nitrous are int…","joy","positive"
"844","because it isnt your place to be rude and disrespectful here they apologized i…","neutral","negative"
"845","firstly youre not my mate but of course mental health a huge issue in tran…","neutral","positive"
"846","thanks for raising t…","neutral","positive"
"847","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"848","so it is safe to say that there is a serious mental health issue in this country","neutral","negative"
"849","an important issue which came up during covidwomen betweenhad the worst mental health during covid partly…","neutral","negative"
"850","pensions mental health concerns covid safety in the classroomno wonder surgeon…","surprise","neutral"
"851","mental health complexities nor drugs cause domestic violence it’s an ongoing pattern of various behaviors it ma…","neutral","positive"
"852","mental health is such a serious issue there are people who love and care about you if you are going through a rou…","joy","neutral"
"853","reminder callforpapers for the journal of lmmontgomery studies special issue “lm montgomery and mental health” coedi…","neutral","positive"
"854","reminder callforpapers for the journal of lmmontgomery studies special issue “lm montgomery and mental health” coedi…","neutral","positive"
"855","aries taurus gemini amp cancera family member friend or someone you live with needs practical advice on an issue th…","joy","positive"
"856","aries taurus gemini amp cancera family member friend or someone you live with needs practical advice on an issue th…","joy","positive"
"857","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"858","so i assume that all the folks saying “kids need sports for their mental health” have no issue protecting transgen…","neutral","negative"
"859","going through a mental health issue and you feel alone amp misunderstood
joinon s instagram for…","neutral","negative"
"860","mental health is a serious issue please talk to your doctor if you need someone to talk to about your mental health issue…","joy","negative"
"861","addressthe real issueare suffering homelessness due to healthmental healthdrug addiction…","sadness","negative"
"862","these kids are struggling if i deal with one more suicidal attempt or self harm issue 
lord we need to get covid…","sadness","negative"
"863","mental health is a serious issue please talk to your doctor if you need someone to talk to about your mental healt…","joy","negative"
"864","depression is regrettably a misunderstood health issue

in particular for men who have pride preven…","joy","negative"
"865","the issue of accessibility is putting off young people from disadvantaged backgrounds from applying and this is h…","neutral","negative"
"866","time to talk dayis about people talking about their mental health

by having more conversations we can rem…","neutral","positive"
"867","havent read the minutes so i stand to be corrected however the theme of your post is r…","neutral","positive"
"868","reminder callforpapers for the journal of lmmontgomery studies special issue “lm montgomery and mental healt…","neutral","positive"
"869","an important issue which came up during covidwomen betweenhad the worst mental health during covid partly…","neutral","negative"
"870","yeah thats pretty morbid for no informationi imagine mental health is…","neutral","neutral"
"871","you would think that holds some validity and support province…","neutral","positive"
"872","glad to hear youre on the mend ari hang in there bro and thanks for sharing this as mental health is…","fear","positive"
"873","these kids are struggling if i deal with one more suicidal attempt or self harm issue 
lord we need to get covid…","sadness","negative"
"874","aries taurus gemini amp cancera family member friend or someone you live with needs practical advice on an issue th…","joy","positive"
"875","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"876","like this is mental health we’re talking about and i don’t think she understands that and if she does t…","joy","positive"
"877","i think if someones distress at being perceivedin a way they feel is wrong is so acute that they require t…","sadness","negative"
"878","i cant believe the lack of humanity to say this to a school shooting vi…","neutral","negative"
"879","thread memory loss and mental health it is something that we don’t often put together however it is a very common issu…","joy","neutral"
"880","this is not about a mask no one in the clip is wearing one she is having a mental health issue","neutral","positive"
"881","going through a mental health issue and you feel alone amp misunderstood
joinon s instagram for…","neutral","negative"
"882","going through a mental health issue and you feel alone amp misunderstood
joinon s instagram for…","neutral","negative"
"883","superb special issue ofon race mental health and state violence","neutral","positive"
"884","its almost like you dont understand the criticism that…","joy","neutral"
"885","is he deluded a liar or suffering from a mental health issue","sadness","negative"
"886","im telling you this online education has been difficult for my kids mental …","neutral","neutral"
"887","an important issue which came up during covidwomen betweenhad the worst mental health during covid partly…","neutral","negative"
"888","aries taurus gemini amp cancera family member friend or someone you live with needs practical advice on an issue th…","joy","positive"
"889","tomorrow is bellletstalk day talking about mental health is so important but when you tweet for one day about this issue pl…","neutral","positive"
"890","allof a sudden its a mental health issuei wonder why <U+0001F914>","surprise","positive"
"891","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"892","this opinion should invalidate her ability to get elected but i surmise that there are mil…","sadness","negative"
"893","i need people to really hear me on this relocating homeless people to jail is not a solution youre just trying t…","neutral","negative"
"894","different issue but im working on a mental health ambassadors program at uc college of medicine so fac…","neutral","positive"
"895","mental health is such an important alltooserious issue we all suffer and endure much throughout our lives we m…","sadness","neutral"
"896","aries taurus gemini amp cancera family member friend or someone you live with needs practical advice on an issue th…","joy","positive"
"897","seeing the negative in absolutely everything goes beyond whether youre a suppo…","neutral","negative"
"898","aries taurus gemini amp cancera family member friend or someone you live with needs practical advice on an issue th…","joy","positive"
"899","getting treatment for mental illness is a sign of strength it is still a health issue just like a…","joy","positive"
"900","support education can be had anytime in a persons life poverty isn’t easy but survivable death i…","neutral","neutral"
"901","aries taurus gemini amp cancera family member friend or someone you live with needs practical advice on an issue th…","joy","positive"
"902","an important issue which came up during covidwomen betweenhad the worst mental health during covid partly…","neutral","negative"
"903","an important issue which came up during covidwomen betweenhad the worst mental health during covid partly…","neutral","negative"
"904","fine example of how inamericans are walking among us with an undiagnosed mental health issue<U+0001F608> sleep tight<U+0001F608>","neutral","positive"
"905","tomorrow is bellletstalk day talking about mental health is so important but when you tweet for one day about this issue pl…","neutral","positive"
"906","this is truly disturbing mental health is a very serious issue here at home and apparently in canada as well","neutral","negative"
"907","an important issue which came up during covidwomen betweenhad the worst mental health during covid partly…","neutral","negative"
"908","aries taurus gemini amp cancera family member friend or someone you live with needs practical advice on an is…","joy","positive"
"909","tomorrow is bellletstalk day talking about mental health is so important but when you tweet for one day about this issue pl…","neutral","positive"
"910","how does s recent rule impact medicare coverage for telehealth find out in our recent issue brief…","neutral","positive"
"911","i’m not sure why i think the day my warrior planner comes in that i’m magically going to have everything together…","neutral","positive"
"912","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"913","on one hand i’m so excited that adhd is finally being recognized as a legitimate and farscoping issue bc that mean…","neutral","positive"
"914","an important issue which came up during covidwomen betweenhad the worst mental health during covid partly…","neutral","negative"
"915","going through a mental health issue and you feel alone and misunderstood

join teni onfor a instagram…","neutral","negative"
"916","if you stick plastic tits on a man and let him wear a dress and change his name to amy that doesn’t make him a woman it…","neutral","negative"
"917","<U+0001F9F5>thread

out now race mental health state violence
 
this special issue guestedited byamp …","neutral","positive"
"918","this ain’t a mental health issue we don’t act like this","joy","positive"
"919","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"920","<U+0001F9F5>thread

out now race mental health state violence
 
this special issue guestedited byamp …","neutral","positive"
"921","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"922","mental health has long been a topic of concern but with covid the issue has spiked hear how we can address the h…","joy","negative"
"923","im not sure what your point is here

i will happily interview players who lose but nobody who has…","joy","positive"
"924","guy talking about he lost respect admiration and shit because i support lgbtq issue around mental health housing…","joy","positive"
"925","“an online intervention to support studentathlete mental health implementation evaluation and critical reflecti…","neutral","neutral"
"926","superb special issue ofon race mental health and state violence","neutral","positive"
"927","going through a mental health issue and you feel alone amp misunderstood
joinon s instagram for…","neutral","negative"
"928","do some actions regarding mental health secuntil now wala pa ring resolution about sa backstabbing issu…","neutral","positive"
"929","an important issue which came up during covidwomen betweenhad the worst mental health during covid partly…","neutral","negative"
"930","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"931","an important issue which came up during covidwomen betweenhad the worst mental health during covid partly…","neutral","negative"
"932","twsuicide 





people are fine with other people’s mental health getting so bad to the point where they kill…","sadness","negative"
"933","an important issue which came up during covidwomen betweenhad the worst mental health during covid par…","neutral","negative"
"934","can we agree that we need universal health care because mental illness is a serious issue when we allow…","joy","negative"
"935","besides this big issue with the stalker can affect nayeon mental health

please do something to stop this situation…","joy","positive"
"936","mental health is also a seriou…","neutral","positive"
"937","trying ma best to deal with my mental health issue been taking my meds like my life depends on it because it is and putting…","joy","positive"
"938","<U+0001F9F5>thread

out now race mental health state violence
 
this special issue guestedited byamp …","neutral","positive"
"939","be careful what you decide is mental health issue for someone else it could just be an indicator of someone who is…","neutral","positive"
"940","we can no longer tolerate using incarceration to mask our societal issues instead of facing that we have a housing is…","neutral","positive"
"941","childrens mental health awareness week withstarts next monday and well be doing lots of activities in form time…","neutral","negative"
"942","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"943","mental health aint got shit to do with this whenever it’s…","neutral","positive"
"944","you do know psychosis and being a psychopath are not the same thing rig…","neutral","positive"
"945","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"946","mental health is a bigger issue than we realize","neutral","positive"
"947","theyre not school resource officers theyre police officers and the difference matters weve…","neutral","positive"
"948","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"949","also her saying why do you use kids cause he is one or he was at the time jfc…","neutral","positive"
"950","they just gonna say he was having mental health issue hell get fired cause hes a backup there seas…","sadness","negative"
"951","maybe it is not a mental health issue hes a fascist","neutral","negative"
"952","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"953","the awareness of mentalhealth as a public policy issue has been growing and we can consider it an important oppo…","neutral","positive"
"954","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"955","atweet rant isn’t a joke it’s a mental health issue","neutral","neutral"
"956","this just goes to show how men’s suicide awareness and mental health is overlooked but is still a very real and relevant i…","neutral","neutral"
"957","trying ma best to deal with my mental health issue been taking my meds like my life depends on it because it is and putting…","joy","positive"
"958","tomorrow is bellletstalk day talking about mental health is so important but when you tweet for one day about this issue pl…","neutral","positive"
"959","thank you mr aiello and cbs news for reporting on this most important issue of supporting the mental health of our residents","neutral","positive"
"960","childrens mental health awareness week withstarts next monday and well be doing lots of activities in…","neutral","positive"
"961","kids need to be back in schoolmental health issues and suicides are much larger i…","neutral","neutral"
"962","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"963","no i stand on the declining mental health of students you never responded to that tweet and chose to focus on su…","neutral","neutral"
"964","not everyone who is stupid and mean has a mental health issue","surprise","negative"
"965","these kids are struggling if i deal with one more suicidal attempt or self harm issue 
lord we need to get covid…","sadness","negative"
"966","maybe it is not a mental health issue hes a fascist","neutral","negative"
"967","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"968","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"969","give the correct definition anymore and a pedophilea sex offender and the two are not interchangeable li…","neutral","positive"
"970","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"971","out today our january bulletin with mental health related updates for the north east region get in touch if theres anyth…","sadness","negative"
"972","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"973","please keep this guy away from the nuclear football he makes our diane abbott<U+0001F1EC><U+0001F1E7> former s…","joy","positive"
"974","i don’t think so i’ve seen white parents post vids humiliating their kids too i don’t…","neutral","neutral"
